Name,Type,Exterior,Rarity,Extra,Average volume sale,Average price (VND),Max price (VND),Days to reach max,Min price (VND),Days to reach min,Price change (%),Time on market (days)
Sticker | Heroic (Holo) | Stockholm 2021,Sticker,None,Remarkable,Normal,177.9616891,15675.82107,68057.688,15,5050.29,66,0.09,405
CZ75-Auto | Tacticat (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,221.2167242,18390.28426,145294.641,0,10113.706,1469,-0.89,1902
StatTrak™ Tec-9 | Jambiya (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,45.08800076,17119.74207,374702.656,1072,7025.299,864,-0.76,2477
CZ75-Auto | Midnight Palm (Minimal Wear),Pistol,Minimal Wear,Industrial Grade,Normal,210.4116487,12310.39433,24750.84459,410,7233.281,31,0.32,434
P250 | Supernova (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,734.0810566,13312.23637,64002.582,0,5806.591,726,-0.74,3073
Patch | Shattered Web,Others,None,High Grade,Normal,106.0828903,15111.76725,30544.062,147,8630.683,7,0.27,1009
Sticker | G2 (Foil) | 2020 RMR,Sticker,None,Exotic,Normal,171.849914,36250.37744,185700.781,36,10296.575,329,-0.84,671
P90 | Verdant Growth (Minimal Wear),SMG,Minimal Wear,Industrial Grade,Normal,202.8587811,12288.67015,16676.359,434,7178.479,32,0.61,434
Sticker | shox (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,23.77197571,34759.73274,250773.062,10,10562.977,123,-0.74,209
MAC-10 | Pipe Down (Minimal Wear),SMG,Minimal Wear,Restricted,Normal,161.7290049,17712.65649,106707.148,0,10303.478,1022,-0.84,1455
MAG-7 | Heat (Minimal Wear),Shotgun,Minimal Wear,Restricted,Normal,279.4578514,14028.98042,82358.555,0,5418.617,591,-0.8,2785
StatTrak™ Dual Berettas | Dualing Dragons (Field-Tested),Pistol,Field-Tested,Mil-Spec,StatTrak™,88.32602304,13916.25826,162999,0,6042.459,647,-0.9,2630
Sealed Graffiti | Recoil MAC-10 (Desert Amber),Others,None,Base Grade,Normal,1.647887324,9740.674669,26135.641,279,1550.314,32,1,722
SSG 08 | Hand Brake (Well-Worn),Rifle,Well-Worn,Mil-Spec,Normal,58.64267574,25815.30526,101866.672,2,10019.254,1124,-0.84,1518
Sticker | Poorly Drawn Chicken,Sticker,None,High Grade,Normal,58.37679772,12544.7065,25536.453,558,5380.627,30,0.86,621
PP-Bizon | Embargo (Well-Worn),SMG,Well-Worn,Restricted,Normal,62.25632279,13238.07483,24927.836,932,8095.148,12,0.63,1106
Sealed Graffiti | Recoil SG 553 (Jungle Green),Others,None,Base Grade,Normal,1.74025974,9462.052792,25076.281,287,1917.495,128,1.85,700
StatTrak™ MAG-7 | Foresight (Factory New),Shotgun,Factory New,Mil-Spec,StatTrak™,33.74456532,32480.57411,186343.312,186,15206.7369,311,-0.89,313
StatTrak™ MAG-7 | Foresight (Factory New),Shotgun,Factory New,Mil-Spec,StatTrak™,33.74456532,32480.57411,186343.312,186,15206.7369,311,-0.89,313
Nova | Walnut (Battle-Scarred),Shotgun,Battle-Scarred,Consumer Grade,Normal,27.8428849,8386.070219,313736.875,958,395.972,2148,-0.42,3393
StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred),Pistol,Battle-Scarred,Restricted,StatTrak™,12.12300567,20469.0783,979628.375,1378,12537.433,889,-0.85,2191
Sticker | rox (Glitter) | Antwerp 2022,Sticker,None,Remarkable,Normal,137.4340744,25789.99445,61311.48,96,12286.9735,210,-0.64,210
StatTrak™ Dual Berettas | Tread (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,58.15331841,12865.98116,28340.982,109,9235.474,31,0.11,434
PP-Bizon | Cobalt Halftone (Minimal Wear),SMG,Minimal Wear,Mil-Spec,Normal,183.5675436,7923.790417,177184.812,2997,883.867,87,0.27,3268
Nova | Koi (Minimal Wear),Shotgun,Minimal Wear,Restricted,Normal,365.3717731,12306.52568,104822.977,1696,5802.224,726,-0.54,3073
StatTrak™ P2000 | Oceanic (Factory New),Pistol,Factory New,Mil-Spec,StatTrak™,40.87784248,28778.78862,296491.75,0,15304.43979,2405,-0.94,2407
Sticker | FaZe (Foil) | 2020 RMR,Sticker,None,Exotic,Normal,226.6257776,28294.7351,126749.82,46,6916.13,308,-0.86,671
USP-S | Flashback (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,778.4390269,26854.60319,239992.891,0,11923.243,1051,-0.93,1455
Sticker | Fnatic (Foil) | 2020 RMR,Sticker,None,Exotic,Normal,182.6818225,38963.7301,196932.031,35,13282.351,505,-0.85,671
StatTrak™ P250 | Ripple (Factory New),Pistol,Factory New,Mil-Spec,StatTrak™,80.27331912,19666.63665,156885.859,0,12964.264,464,-0.9,2085
CZ75-Auto | Midnight Palm (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Normal,18.33950767,10578.11352,37564.055,168,4091.247,202,0.98,434
StatTrak™ XM1014 | Black Tie (Battle-Scarred),Shotgun,Battle-Scarred,Restricted,StatTrak™,6.842681185,23324.61732,341590.969,1938,4255.501,847,-0.94,2407
PP-Bizon | Photic Zone (Minimal Wear),SMG,Minimal Wear,Mil-Spec,Normal,197.6530121,7224.224281,138083.188,1693,2183.027,280,-0.04,2477
Sealed Graffiti | Recoil Galil AR (Frog Green),Others,None,Base Grade,Normal,1.686666667,8391.25978,25524.52,384,1623.037,94,5.29,702
G3SG1 | Scavenger (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,173.6412969,17455.8736,198989.109,1137,10579.566,1024,-0.88,1455
StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred),Pistol,Battle-Scarred,Restricted,StatTrak™,18.03324931,25329.567,250062.484,1,10638.377,1499,-0.92,1902
Glock-18 | Warhawk (Factory New),Pistol,Factory New,Mil-Spec,Normal,50.96811939,22190.4747,370054.156,1,10485.069,1192,-0.92,1580
Souvenir CZ75-Auto | Nitro (Well-Worn),Pistol,Well-Worn,Mil-Spec,Souvenir,2.364661654,82476.97849,2246580,2967,7.94,252,-0.98,3021
Sticker | stanislaw (Foil) | London 2018,Sticker,None,Remarkable,Normal,5.780261723,11774.32288,63724.273,704,3204.406,186,0.4,1551
Souvenir Tec-9 | Blast From the Past (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,Souvenir,2.855769231,24463.54584,3409237.909,381,6698.984,252,-0.55,398
Sealed Graffiti | PENTA Sports | Krakow 2017,Others,None,High Grade,Normal,20.11895668,8247.219226,67064.711,1469,1777.468,29,0.15,1971
StatTrak™ Negev | Desert-Strike (Factory New),Machinegun,Factory New,Mil-Spec,StatTrak™,96.50292047,15393.55418,637793.688,2604,2081.401,257,-0.64,3073
Sticker | Bullet Rain,Sticker,None,High Grade,Normal,25.66666281,12576.14205,33255.891,1190,8675.943,1149,-0.25,1748
Souvenir P250 | Exchanger (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,Souvenir,1.240384615,129119.9047,27288624,984,7438.631,1506,-0.9,1538
Dual Berettas | Panther (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,Normal,12.35454398,8755.965007,181777.891,1280,328.445,1779,0.22,3211
Sealed Graffiti | Recoil MP9 (Desert Amber),Others,None,Base Grade,Normal,2.006451613,9387.478568,67643.445,181,338.547,3,1.25,698
MP9 | Old Roots (Minimal Wear),SMG,Minimal Wear,Industrial Grade,Normal,153.0261896,9065.452445,37844.398,209,5789.049,31,0.73,434
StatTrak™ PP-Bizon | Jungle Slipstream (Factory New),SMG,Factory New,Mil-Spec,StatTrak™,42.44902333,16569.14214,130572.273,1987,9890.67,464,-0.78,2085
R8 Revolver | Phoenix Marker (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Normal,17.90559611,20162.40136,55864.84,187,8719.254,1,0.29,725
StatTrak™ MAC-10 | Pipe Down (Well-Worn),SMG,Well-Worn,Restricted,StatTrak™,17.56595184,22458.80168,109454.977,414,12333.049,1025,-0.75,1453
Sealed Graffiti | Recoil P90 (Shark White),Others,None,Base Grade,Normal,1.578034682,10046.83756,27903.479,324,235.186,3,0.7,716
Five-SeveN | Buddy (Well-Worn),Pistol,Well-Worn,Restricted,Normal,27.02719887,12253.15751,97970.172,997,7693.39,262,-0.53,1139
Five-SeveN | Withered Vine (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Normal,13.450177,9710.275338,542150.438,135,4302.676,250,1.46,433
Patch | Headcrab Glyph,Others,None,High Grade,Normal,30.73495321,14916.7861,22953.254,46,7947.881,775,0.42,983
Sticker | PGL | Krakow 2017,Sticker,None,High Grade,Normal,31.82652558,11532.04192,48998.047,1726,4592.127,171,-0.13,1972
StatTrak™ P2000 | Imperial (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,58.21763934,29366.80633,109669.914,0,14331.206,2117,-0.85,2548
StatTrak™ P2000 | Urban Hazard (Factory New),Pistol,Factory New,Mil-Spec,StatTrak™,17.43865363,33833.66755,377226.062,0,15235.81145,1746,-0.96,1748
Sealed Graffiti | Hop (Monster Purple),Others,None,Base Grade,Normal,14.39733158,5134.336827,21803.8965,1089,521.347,9,11.75,1107
G3SG1 | Stinger (Well-Worn),Rifle,Well-Worn,Restricted,Normal,15.42148171,12821.38435,1933703,1408,5559.977,363,-0.69,2192
Berlin 2019 Legends Autograph Capsule,Container,None,Base Grade,Normal,4929.831578,21768.37983,66597.312,343,6694.938,29,-0.36,1204
FAMAS | Meow 36 (Factory New),Rifle,Factory New,Mil-Spec,Normal,52.97838386,24502.89816,108839.711,0,13980.04729,150,-0.87,152
Souvenir PP-Bizon | Irradiated Alert (Well-Worn),SMG,Well-Worn,Consumer Grade,Souvenir,5.052329749,12153.91328,2179479.25,175,882.468,297,-0.5,3027
StatTrak™ XM1014 | Scumbria (Minimal Wear),Shotgun,Minimal Wear,Mil-Spec,StatTrak™,32.65433132,12424.96279,45992.797,0,5084.459,434,-0.68,2629
Sticker | cadiaN (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,25.7450637,11808.38138,47717.836,15,4907.68,121,-0.25,210
StatTrak™ Negev | Ultralight (Factory New),Machinegun,Factory New,Mil-Spec,StatTrak™,28.15588708,32043.21328,206769.109,0,14940.3094,843,-0.92,845
CZ75-Auto | Eco (Field-Tested),Pistol,Field-Tested,Restricted,Normal,277.9340394,12890.58264,116811.109,0,7448.67,474,-0.88,1580
Dual Berettas | Switch Board (Well-Worn),Pistol,Well-Worn,Industrial Grade,Normal,22.73974719,11876.2783,1124078.75,413,4866.312,345,-0.04,726
R8 Revolver | Nitro (Factory New),Pistol,Factory New,Industrial Grade,Normal,12.38118599,24947.31678,256264.047,422,11099.512,1167,-0.92,1516
Souvenir P250 | Black & Tan (Factory New),Pistol,Factory New,Mil-Spec,Souvenir,12.324627,18334.10402,112512.859,15,9001.139,242,-0.78,399
StatTrak™ Galil AR | Akoben (Minimal Wear),Rifle,Minimal Wear,Mil-Spec,StatTrak™,57.70212292,20772.92167,111214.188,0,11931.608,978,-0.87,1357
StatTrak™ MAG-7 | Cobalt Core (Minimal Wear),Shotgun,Minimal Wear,Mil-Spec,StatTrak™,52.80737279,16200.72682,186247.797,1323,7265.98,282,-0.76,2630
Negev | Nuclear Waste (Field-Tested),Machinegun,Field-Tested,Industrial Grade,Normal,72.38490215,7912.478495,212044.5,1429,1349.415,94,0.15,3016
AUG | Radiation Hazard (Field-Tested),Rifle,Field-Tested,Industrial Grade,Normal,170.7458895,9019.729855,118427.578,2764,1677.664,34,-0.53,3016
MAG-7 | Sand Dune (Well-Worn),Shotgun,Well-Worn,Consumer Grade,Normal,21.14187786,13332.15728,1271206,2130,389.656,209,0.02,3392
M249 | Magma (Well-Worn),Machinegun,Well-Worn,Mil-Spec,Normal,14.02715044,10146.19404,793266.125,859,229.209,1528,1.07,3268
StatTrak™ Nova | Wood Fired (Factory New),Shotgun,Factory New,Mil-Spec,StatTrak™,26.77642479,18883.86073,102542.125,309,12571.18079,1449,-0.82,1454
Patch | Metal Supreme Master,Others,None,High Grade,Normal,67.96539971,10968.29235,19961.113,613,5088.023,125,0.8,724
SG 553 | Tiger Moth (Field-Tested),Rifle,Field-Tested,Restricted,Normal,135.8295355,27092.37256,107736.031,1549,8987.086,353,-0.79,2548
Sealed Graffiti | Recoil SG 553 (Battle Green),Others,None,Base Grade,Normal,1.439490446,9778.391025,30224.006,167,1966.773,60,-0.05,722
Tec-9 | Brass (Well-Worn),Pistol,Well-Worn,Mil-Spec,Normal,19.8141432,10522.74149,502692.469,700,1710.763,473,-0.59,3394
Sticker | qikert (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,23.48237564,24184.388,62543.465,6,11372.302,121,-0.66,210
StatTrak™ P250 | Verdigris (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,66.37560462,21127.81074,134299.656,0,12241.556,938,-0.89,1357
StatTrak™ Glock-18 | Sacrifice (Field-Tested),Pistol,Field-Tested,Mil-Spec,StatTrak™,117.8236317,27028.12767,226855.109,0,13205.881,735,-0.94,1139
Sticker | hutji | Boston 2018,Sticker,None,High Grade,Normal,44.28111971,8961.419096,50039.285,1764,1191.73,49,3.87,1805
MP7 | Vault Heist (Battle-Scarred),SMG,Battle-Scarred,Industrial Grade,Normal,16.8983208,22162.38966,1125683.375,293,6842.04,0,1.23,726
R8 Revolver | Canal Spray (Battle-Scarred),Pistol,Battle-Scarred,Consumer Grade,Normal,39.35899595,9615.660451,553469.375,1030,1086.122,9,9.8,1106
Five-SeveN | Contractor (Field-Tested),Pistol,Field-Tested,Consumer Grade,Normal,81.85189852,9312.307851,2541918.25,3183,381.864,85,0.94,3289
R8 Revolver | Phoenix Marker (Field-Tested),Pistol,Field-Tested,Industrial Grade,Normal,118.7931822,21420.21082,74132.766,452,10710.598,2,0.35,727
Souvenir Five-SeveN | Contractor (Minimal Wear),Pistol,Minimal Wear,Consumer Grade,Souvenir,16.26855967,22021.03471,1914112.5,3234,388.506,41,-0.94,3289
Sticker | slaxz- (Holo) | Rio 2022,Sticker,None,Exotic,Normal,5.194715957,13056.59623,23892.215,1,7461.5215,38,0.35,39
StatTrak™ MAG-7 | Popdog (Factory New),Shotgun,Factory New,Mil-Spec,StatTrak™,10.8027338,21526.64072,142904.891,758,14344.453,781,-0.78,1139
Souvenir P250 | Black & Tan (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,Souvenir,2.749034351,10560.23764,153407.594,177,3133.932,331,-0.94,396
Sealed Graffiti | Shining Star (Tracer Yellow),Others,None,Base Grade,Normal,14.74566383,10809.44053,35276.598,1023,1178.67,129,6.06,1106
CZ75-Auto | Crimson Web (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,Normal,31.83741466,8903.075631,234213.984,3063,1593.043,90,-0.52,3211
XM1014 | Ziggy (Minimal Wear),Shotgun,Minimal Wear,Restricted,Normal,129.9813161,13713.3109,78759.492,0,7968.752,287,-0.8,1902
Sealed Graffiti | Vega Squadron | London 2018,Others,None,High Grade,Normal,8.850794798,10114.87222,18629.359,1184,2299.509,919,1.69,1552
StatTrak™ Dual Berettas | Dualing Dragons (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,StatTrak™,38.26953105,12379.94656,116408.969,0,5622.828,282,-0.87,2630
Berlin 2019 Legends (Holo-Foil),Container,None,Base Grade,Normal,435.5024223,53797.05893,159160.828,349,14966.569,1190,-0.88,1204
FAMAS | CaliCamo (Minimal Wear),Rifle,Minimal Wear,Industrial Grade,Normal,210.7318339,12275.12129,16281.068,196,7149.863,32,0.57,434
AUG | Aristocrat (Well-Worn),Rifle,Well-Worn,Restricted,Normal,25.6609531,19893.74477,116047.695,1719,9278.295,375,-0.85,2358
Sticker | sh1ro (Glitter) | Rio 2022,Sticker,None,Remarkable,Normal,8.230309528,19741.95275,49994.75887,20,5935.727,6,0.52,40
Sealed Graffiti | ELEAGUE | Atlanta 2017,Others,None,High Grade,Normal,20.41305419,10302.41414,21448.246,14,3178.627,192,-0.19,2146
Desert Eagle | The Bronze (Minimal Wear),Pistol,Minimal Wear,Industrial Grade,Normal,452.3910338,10942.66924,26121.078,184,5589.028,363,0.11,727
MP9 | Dry Season (Battle-Scarred),SMG,Battle-Scarred,Consumer Grade,Normal,13.98571188,23999.93725,2250310,1421,353.678,159,-0.51,3357
Galil AR | Hunting Blind (Battle-Scarred),Rifle,Battle-Scarred,Consumer Grade,Normal,14.46050628,11537.41901,1235197.125,1332,282.632,2799,0.52,3288
StatTrak™ MP7 | Akoben (Factory New),SMG,Factory New,Mil-Spec,StatTrak™,24.99560965,18513.60943,255679.9521,2077,11547.917,620,-0.81,2085
Sticker | mir | London 2018,Sticker,None,High Grade,Normal,15.22816866,5455.194022,25613.24,1019,1486.454,391,2.79,1550
Sticker | Quantum Bellator Fire | Boston 2018,Sticker,None,High Grade,Normal,38.97864699,11396.33727,44285.66,951,3816.941,58,-0.37,1805
P250 | Nevermore (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,465.4979448,18126.75749,227528.016,0,10977.133,1022,-0.93,1455
Sticker | Tyloo | London 2018,Sticker,None,High Grade,Normal,245.3752525,17710.90319,57225.055,697,5286.471,186,-0.43,1552
StatTrak™ P2000 | Acid Etched (Well-Worn),Pistol,Well-Worn,Restricted,StatTrak™,43.51609955,26723.39088,194413.719,0,13006.273,541,-0.92,973
Desert Eagle | Light Rail (Field-Tested),Pistol,Field-Tested,Restricted,Normal,1184.423057,27478.43425,251027.719,0,9749.27,993,-0.94,1357
PP-Bizon | Cobalt Halftone (Well-Worn),SMG,Well-Worn,Mil-Spec,Normal,23.89384253,7614.698735,722242.188,2954,1131.754,65,-0.42,3266
StatTrak™ MP9 | Goo (Battle-Scarred),SMG,Battle-Scarred,Restricted,StatTrak™,11.30799776,22088.25072,324681.812,1167,11771.057,214,-0.88,1902
PP-Bizon | Chemical Green (Field-Tested),SMG,Field-Tested,Industrial Grade,Normal,97.0363747,7212.718527,91951.711,2791,1409.865,95,0.09,3016
Sticker | ShahZaM | Boston 2018,Sticker,None,High Grade,Normal,15.82417582,9546.98377,39689.344,943,498.654,1413,0.43,1805
StatTrak™ MP7 | Armor Core (Factory New),SMG,Factory New,Mil-Spec,StatTrak™,114.8488314,18240.20798,1007568.562,2352,8810.669,435,-0.88,2785
Sealed Graffiti | Hop (Blood Red),Others,None,Base Grade,Normal,14.21023178,4778.553865,24794.543,1093,517.873,9,5.77,1106
StatTrak™ Galil AR | Firefight (Field-Tested),Rifle,Field-Tested,Restricted,StatTrak™,30.68553239,29826.10999,238718.828,0,13698.312,1975,-0.94,2407
Souvenir Nova | Interlock (Field-Tested),Shotgun,Field-Tested,Mil-Spec,Souvenir,4.110202229,24226.09205,830160.312,215,2727.498,287,-0.33,399
Sticker | flamie | MLG Columbus 2016,Sticker,None,High Grade,Normal,40.87427787,12546.8149,112902.93,815,3601.878,1042,0.32,2448
Sticker | NRG | Katowice 2019,Sticker,None,High Grade,Normal,12.80731956,20410.06148,54327.527,543,6635.446,31,-0.55,1391
MP9 | Old Roots (Field-Tested),SMG,Field-Tested,Industrial Grade,Normal,169.2752788,9080.627215,198643.422,140,5381.049,32,1.01,434
MP5-SD | Autumn Twilly (Battle-Scarred),SMG,Battle-Scarred,Restricted,Normal,42.01648471,10743.47856,210534.906,74,5786.238,31,0.66,433
P90 | Verdant Growth (Field-Tested),SMG,Field-Tested,Industrial Grade,Normal,226.0649595,11764.14615,82098.797,329,6690.062,36,0.69,434
MP9 | Mount Fuji (Battle-Scarred),SMG,Battle-Scarred,Restricted,Normal,55.07150038,11931.91984,109095.508,184,5932.046,69,0.42,434
MAG-7 | Seabird (Well-Worn),Shotgun,Well-Worn,Consumer Grade,Normal,98.06396203,6259.84036,440721.281,2630,312.395,761,4.05,2743
Sealed Graffiti | Recoil SG 553 (SWAT Blue),Others,None,Base Grade,Normal,1.654545455,8784.005224,32981.047,176,227.859,146,6.73,721
Tec-9 | Ice Cap (Factory New),Pistol,Factory New,Mil-Spec,Normal,297.5206895,8181.145523,88215.891,0,2638.136,526,-0.82,2358
AUG | Navy Murano (Field-Tested),Rifle,Field-Tested,Consumer Grade,Normal,235.7460097,9150.224319,140353.078,497,1357.973,9,8.1,1107
AUG | Colony (Battle-Scarred),Rifle,Battle-Scarred,Consumer Grade,Normal,20.27641109,11252.88861,1082252.75,2669,324.416,96,3.34,3289
XM1014 | Teclu Burner (Field-Tested),Shotgun,Field-Tested,Restricted,Normal,93.56449481,19429.88559,95613.969,1483,9146.003,352,-0.74,2548
Patch | Renegades | Stockholm 2021,Others,None,High Grade,Normal,34.91507937,7998.690036,27770.891,0,1617.018,67,-0.39,405
Sticker | Dima | Katowice 2019,Sticker,None,High Grade,Normal,42.69714286,9020.515533,25352.857,563,1154.692,31,3.07,1391
MP7 | Vault Heist (Well-Worn),SMG,Well-Worn,Industrial Grade,Normal,9.848204265,21222.94708,133910.703,8,10166.13,600,-0.15,726
Sealed Graffiti | Gambit | Krakow 2017,Others,None,High Grade,Normal,19.5451652,10329.09464,34537.641,1754,2490.071,55,1.46,1971
Sticker | Krimbo (Holo) | Rio 2022,Sticker,None,Exotic,Normal,2.882352941,16262.40988,29250.3025,12,2224.234,0,3.77,39
Sealed Graffiti | Recoil MP7 (Bazooka Pink),Others,None,Base Grade,Normal,1.547486034,8585.170916,24795.438,308,1345.792,0,10.28,712
Sealed Graffiti | Recoil MP9 (Violent Violet),Others,None,Base Grade,Normal,1.535947712,9007.128745,25173.75,389,1163.179,101,4.32,725
AK-47 | Uncharted (Minimal Wear),Rifle,Minimal Wear,Mil-Spec,Normal,1303.712988,21535.19127,162459.734,0,12419.952,960,-0.9,1357
StatTrak™ R8 Revolver | Bone Forged (Factory New),Pistol,Factory New,Mil-Spec,StatTrak™,59.02269871,21722.63049,136364.047,0,13625.897,816,-0.88,973
Sealed Graffiti | Recoil PP-Bizon (Tiger Orange),Others,None,Base Grade,Normal,1.716312057,9890.556773,27663.225,433,2675.877,29,3.4,686
Sticker | KSCERATO (Glitter) | Rio 2022,Sticker,None,Remarkable,Normal,7.259331928,22049.70738,69185.7978,22,12115.134,0,0.2,40
Sticker | vexite (Holo) | Rio 2022,Sticker,None,Exotic,Normal,2.639705882,16766.90815,33102.543,0,8641.727,28,-0.73,38
Nova | Toy Soldier (Field-Tested),Shotgun,Field-Tested,Restricted,Normal,167.6154066,11571.29068,69610.75,0,6979.627,126,-0.78,1580
StatTrak™ Glock-18 | Warhawk (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,72.34784661,33419.16707,408110.719,1,13826.261,1157,-0.95,1580
Desert Eagle | Light Rail (Battle-Scarred),Pistol,Battle-Scarred,Restricted,Normal,322.9296747,26052.14669,204842.344,0,9742.268,993,-0.93,1357
Sealed Graffiti | OpTic Gaming | London 2018,Others,None,High Grade,Normal,10.17026421,11977.64848,79164.414,1325,2721.25,38,1,1553
SCAR-20 | Stone Mosaico (Well-Worn),Rifle,Well-Worn,Consumer Grade,Normal,22.97721328,13011.13809,1414431.5,476,1075.696,9,7.32,1104
Dual Berettas | Switch Board (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Normal,57.99895581,12838.744,2073481.5,197,4207.572,364,1.8,727
Glock-18 | Winterized (Factory New),Pistol,Factory New,Mil-Spec,Normal,68.95115754,37318.88818,283696.906,0,14374.25876,151,-0.95,152
CZ75-Auto | Syndicate (Battle-Scarred),Pistol,Battle-Scarred,Restricted,Normal,74.58832298,9874.254193,19176.42386,426,6115.293,32,0.49,434
Sticker | Lambda,Sticker,None,High Grade,Normal,285.6788979,16182.64828,23462.49,804,9918.175,0,0.63,983
Sticker | FaNg (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,23.85379315,24925.00338,87688.344,16,12909.727,130,-0.84,209
MP9 | Goo (Minimal Wear),SMG,Minimal Wear,Restricted,Normal,217.1286721,14136.65677,80636.375,0,8043.63,289,-0.8,1902
Sticker | FURIA (Glitter) | Rio 2022,Sticker,None,Remarkable,Normal,46.69520956,23593.17186,137829.0221,22,9137.462,0,0.88,40
Souvenir Glock-18 | Night (Field-Tested),Pistol,Field-Tested,Industrial Grade,Souvenir,36.70688279,58991.18713,1174592,207,13995.655,1932,-0.97,3030
Sealed Graffiti | Recoil Galil AR (Tracer Yellow),Others,None,Base Grade,Normal,1.580645161,10003.48668,32517.668,34,2056.603,5,3.2,717
Sticker | Great Wave,Sticker,None,High Grade,Normal,387.2103185,6876.645749,25834.67072,416,1111.791,71,2.23,434
Souvenir Negev | CaliCamo (Field-Tested),Machinegun,Field-Tested,Industrial Grade,Souvenir,9.917151319,18150.90655,799090.125,650,3767.498,1522,-0.89,3288
P90 | Scorched (Well-Worn),SMG,Well-Worn,Consumer Grade,Normal,19.48827279,8928.313234,1538963.125,2335,435.15,100,-0.08,3288
Sticker | dennis | MLG Columbus 2016,Sticker,None,High Grade,Normal,27.75517717,9990.958122,26531.119,1598,4037.899,935,-0.47,2448
StatTrak™ G3SG1 | Scavenger (Battle-Scarred),Rifle,Battle-Scarred,Restricted,StatTrak™,9.591644499,21244.86394,967143.159,1445,9922.979,1071,-0.89,1453
Five-SeveN | Silver Quartz (Field-Tested),Pistol,Field-Tested,Mil-Spec,Normal,211.6795996,8680.229485,128091.258,0,1572.066,1668,-0.88,3289
FAMAS | CaliCamo (Battle-Scarred),Rifle,Battle-Scarred,Industrial Grade,Normal,40.53932338,10725.13196,52069.152,166,5734.836,31,0.93,434
Sticker | Bad News Eagles (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,138.8413205,27855.41542,155232.141,9,11161.731,149,-0.88,210
Sealed Graffiti | Recoil MP9 (Shark White),Others,None,Base Grade,Normal,2.00591716,9055.414876,29684.361,277,1745.094,9,2.14,723
R8 Revolver | Phoenix Marker (Well-Worn),Pistol,Well-Worn,Industrial Grade,Normal,10.36398463,21162.75766,187972.078,657,10461.966,599,0.36,725
MP5-SD | Nitro (Battle-Scarred),SMG,Battle-Scarred,Industrial Grade,Normal,97.52317995,9736.443862,81770.438,81,4471.875,344,0.62,727
Rio 2022 Legends Autograph Capsule,Container,None,Base Grade,Normal,18.73452239,22773.07439,35014.77505,7,14891.43583,24,-0.25,32
Negev | Boroque Sand (Battle-Scarred),Machinegun,Battle-Scarred,Consumer Grade,Normal,71.50758497,9841.825411,412974.844,658,1090.276,9,11.82,1107
Sticker | 9z Team (Glitter) | Rio 2022,Sticker,None,Remarkable,Normal,45.64800406,14565.4785,19198.894,12,11105.09909,20,0.15,40
Five-SeveN | Contractor (Battle-Scarred),Pistol,Battle-Scarred,Consumer Grade,Normal,21.08414708,7964.082839,1990856.875,3261,331.268,155,1.85,3285
Souvenir Negev | Bulkhead (Well-Worn),Machinegun,Well-Worn,Industrial Grade,Souvenir,2.376795393,34521.8095,3350058,489,4959.087,969,-0.73,1542
PP-Bizon | Irradiated Alert (Field-Tested),SMG,Field-Tested,Consumer Grade,Normal,81.53007825,12274.08453,766444.625,1688,258.469,662,-0.84,3395
Souvenir P250 | Bone Mask (Well-Worn),Pistol,Well-Worn,Consumer Grade,Souvenir,10.73743411,12793.91609,577158.5,2732,4380.886,2189,-0.93,3287
Sticker | NQZ (Glitter) | Rio 2022,Sticker,None,Remarkable,Normal,10.56820579,16717.27582,36500.84,0,6689.743,5,-0.44,40
M249 | Midnight Palm (Well-Worn),Machinegun,Well-Worn,Industrial Grade,Normal,17.22858852,8246.997796,16415.51633,425,4265.339,235,1.05,433
Sealed Graffiti | Recoil XM1014 (Tiger Orange),Others,None,Base Grade,Normal,1.88,7389.94712,22730.885,289,347.291,2,8.12,687
